site_name,sample_id,lat,lon,altitude_masl,period,period_from,period_to,c14_method,c14_lab_code,c14_bp,c14_error,c14_cal_from,c14_cal_to,lab_id,type_source,taxon_local,genus_species,photosynthetic_pathway,plant_domesticate,sample_type,wt_C,wt_N,CN_ratio,d13C,d15N,d34S,Sr87_Sr86,reference_short,doi,locality,admin_region,ecozone
Tana Sur,Sector 1 cuadrante 7b,-19.461506,-69.976977,1081.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,TAS-A2,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,38.7,0.6,55.6,-10.1,14.8,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Quebrada Tana, Tiliviche",Tarapacá,Lowlands
Tana Sur,Sector 1 cuadrante 7a,-19.461506,-69.976977,1082.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,TAS-A3,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,38.3,1.7,55.1,-10.2,14.0,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Quebrada Tana, Tiliviche",Tarapacá,Lowlands
Tana Sur,Sector 1,-19.461506,-69.976977,1083.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,TAS-A4,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,34.0,0.4,78.2,-10.2,14.2,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Quebrada Tana, Tiliviche",Tarapacá,Lowlands
Tana Sur,Sector 3 Cuadrante norte,-19.461506,-69.976977,1084.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,TAS-A5,Terrestrial flora,Algarrobo,Prosopis sp.,C3,No,Algarrobo pod,3.7,0.8,13.2,-24.1,8.5,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Quebrada Tana, Tiliviche",Tarapacá,Lowlands
Tana Norte,Sector 2 cuadrante 1,-19.461506,-69.976977,1085.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,TAN-A1,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize grains,41.0,0.8,23.6,-9.8,5.1,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Quebrada Tana, Tiliviche",Tarapacá,Lowlands
Tana Norte,Sector 2 cuadrante1,-19.461506,-69.976977,1086.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,TAN-A2,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize grains,41.0,0.5,18.1,-9.6,5.0,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Quebrada Tana, Tiliviche",Tarapacá,Lowlands
Tana Norte,Sector 2 cuadrante1,-19.461506,-69.976977,1087.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,TAN-A3,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,41.5,42.4,68.2,-10.1,7.7,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Quebrada Tana, Tiliviche",Tarapacá,Lowlands
Tana Norte,Sector 2 cuadrante 2,-19.461506,-69.976977,1088.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,TAN-A4,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,44.2,2.0,46.2,-10.0,13.2,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Quebrada Tana, Tiliviche",Tarapacá,Lowlands
Quillagua La Capilla,Sector 1,-21.660287,-69.53489,810.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,QUI-A1,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize grains,35.0,2.6,19.2,-10.9,5.7,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Quillagua Oases, Loa basin",Antofagasta,Lowlands
Quillagua La Capilla,Sector 1,-21.660287,-69.53489,810.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,QUI-A2,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,42.9,0.7,18.3,-10.4,18.1,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Quillagua Oases, Loa basin",Antofagasta,Lowlands
Quillagua La Capilla,Sector 1,-21.660287,-69.53489,810.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,QUI-A3,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,35.7,1.1,25.7,-11.6,17.4,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Quillagua Oases, Loa basin",Antofagasta,Lowlands
Quillagua La Capilla,Sector 1,-21.660287,-69.53489,810.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,QUI-A4,Terrestrial flora,Algarrobo,Prosopis sp.,C3,No,Algarrobo seeds,3.2,2.1,11.8,-23.1,11.9,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Quillagua Oases, Loa basin",Antofagasta,Lowlands
Pica 8,T62-SD,-20.520277,-69.3725,1174.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,PI8-A1a,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize grains,40.7,2.7,26.1,-10.1,8.5,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Inland oases, Pica",Tarapacá,Lowlands
Pica 8,T62-SD,-20.520277,-69.3725,1174.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,PI8-A1b,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,43.0,1.6,27.2,-10.0,10.9,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Inland oases, Pica",Tarapacá,Lowlands
Pica 8,T3-SD,-20.520277,-69.3725,1174.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,PI8-A2a,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize grains,39.4,32.9,21.0,-9.5,21.6,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Inland oases, Pica",Tarapacá,Lowlands
Pica 8,T3-SD,-20.520277,-69.3725,1174.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,PI8-A2b,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,42.7,1.8,42.8,-10.6,18.0,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Inland oases, Pica",Tarapacá,Lowlands
Pica 8,T43-SI,-20.520277,-69.3725,1174.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,PI8-A3c,Terrestrial flora,Chili peppers,Capsicum sp.,C3,Yes,Chilli skin,49.1,1.8,14.6,-25.2,15.5,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Inland oases, Pica",Tarapacá,Lowlands
Pica 8,T43-SI,-20.520277,-69.3725,1174.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,PI8-A3s,Terrestrial flora,Chili peppers,Capsicum sp.,C3,Yes,Chilli seed,47.0,2.2,17.1,-24.5,23.1,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Inland oases, Pica",Tarapacá,Lowlands
Pica 8,T43-SI,-20.520277,-69.3725,1174.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,PI8-A4c,Terrestrial flora,Chili peppers,Capsicum sp.,C3,Yes,Chilli skin,49.0,1.1,19.2,-25.8,20.7,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Inland oases, Pica",Tarapacá,Lowlands
Pica 8,T43-SI,-20.520277,-69.3725,1174.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,PI8-A4s,Terrestrial flora,Chili peppers,Capsicum sp.,C3,Yes,Chilli seed,49.9,3.9,20.7,-24.3,24.3,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Inland oases, Pica",Tarapacá,Lowlands
Pica 8,T43-SI,-20.520277,-69.3725,1174.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,PI8-A5c,Terrestrial flora,Chili peppers,Capsicum sp.,C3,Yes,Chilli skin,49.0,3.2,19.6,-24.4,17.9,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Inland oases, Pica",Tarapacá,Lowlands
Pica 8,T43-SI,-20.520277,-69.3725,1174.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,PI8-A5s,Terrestrial flora,Chili peppers,Capsicum sp.,C3,Yes,Chilli seed,46.3,2.9,33.1,-22.9,21.9,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Inland oases, Pica",Tarapacá,Lowlands
Pica 8,T3-SD,-20.520277,-69.3725,1174.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,PI8-A6,Terrestrial flora,Gourd,Lagenaria sp.,C3,Yes,Squash skin,44.0,2.8,26.2,-22.2,18.2,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Inland oases, Pica",Tarapacá,Lowlands
Pica 8,T48-SI,-20.520277,-69.3725,1174.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,PI8-A7,Terrestrial flora,Gourd,Lagenaria sp.,C3,Yes,Squash skin,41.7,2.9,42.3,-21.8,18.3,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Inland oases, Pica",Tarapacá,Lowlands
Pica 8,T29-SD,-20.520277,-69.3725,1174.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,PI8-A8,Terrestrial flora,Algarrobo,Prosopis sp.,C3,No,Algarrobo pod,42.9,1.6,19.4,-23.8,0.4,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Inland oases, Pica",Tarapacá,Lowlands
Pica 8,T5-SB,-20.520277,-69.3725,1174.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,PI8-A9,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize grains,40.7,1.9,21.4,-10.2,9.8,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Inland oases, Pica",Tarapacá,Lowlands
Pica 8,T12-SG,-20.520277,-69.3725,1174.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,PI8-A10a,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,32.9,1.1,22.2,-9.7,23.5,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Inland oases, Pica",Tarapacá,Lowlands
Pica 8,T12-SG,-20.520277,-69.3725,1174.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,PI8-A10b,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize grains,40.7,2.5,19.0,-9.3,25.3,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Inland oases, Pica",Tarapacá,Lowlands
Pica 8,T43-SI,-20.520277,-69.3725,1174.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,PI8-A11,Terrestrial flora,Gourd,Lagenaria sp.,C3,Yes,Squash skin,44.2,2.2,19.6,-23.7,26.8,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Inland oases, Pica",Tarapacá,Lowlands
Pica 8,T20-SD,-20.520277,-69.3725,1174.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,PI8-A12,Terrestrial flora,Gourd,Lagenaria sp.,C3,Yes,Squash skin,45.9,1.7,30.1,-21.0,21.2,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Inland oases, Pica",Tarapacá,Lowlands
Pica 8,T29-SD,-20.520277,-69.3725,1174.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,PI8-A13a,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize grains,39.7,2.5,28.0,-9.7,24.4,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Inland oases, Pica",Tarapacá,Lowlands
Pica 8,T29-SD,-20.520277,-69.3725,1174.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,PI8-A13b,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,40.6,2.6,14.2,-10.5,20.9,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Inland oases, Pica",Tarapacá,Lowlands
Pica 8,T5-SD,-20.520277,-69.3725,1174.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,PI8-A14,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,41.5,1.8,50.6,-10.1,18.3,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Inland oases, Pica",Tarapacá,Lowlands
Pica 8,T11-SI,-20.520277,-69.3725,1174.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,PI8-A15,Terrestrial flora,Gourd,Lagenaria sp.,C3,Yes,Squash skin,43.9,1.6,42.6,-22.6,25.7,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Inland oases, Pica",Tarapacá,Lowlands
Pica 8,T3-SD,-20.520277,-69.3725,1174.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,PI8-A16,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,43.5,3.3,45.9,-10.5,20.2,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Inland oases, Pica",Tarapacá,Lowlands
Pica 8,T61-SI,-20.520277,-69.3725,1174.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,PI8-A17,Terrestrial flora,Maize,Zea mays,C4,Yes,Popcorn,48.4,0.9,26.9,-10.4,10.9,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Inland oases, Pica",Tarapacá,Lowlands
Pica 8,T4-SD,-20.520277,-69.3725,1174.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,PI8-A18,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,45.9,1.2,22.5,-11.2,26.6,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Inland oases, Pica",Tarapacá,Lowlands
Pica 8,T14a-SI,-20.520277,-69.3725,1174.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,PI8-A19,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,44.1,1.1,47.0,-10.5,18.3,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Inland oases, Pica",Tarapacá,Lowlands
Pica 8,T61-SD,-20.520277,-69.3725,1174.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,PI8-A20a,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,44.5,2.1,25.6,-12.8,29.4,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Inland oases, Pica",Tarapacá,Lowlands
Pica 8,T61-SD,-20.520277,-69.3725,1174.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,PI8-A20b,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,43.8,2.3,27.6,-9.2,21.5,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Inland oases, Pica",Tarapacá,Lowlands
Pica 8,T61-SD,-20.520277,-69.3725,1174.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,PI8-A20c,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,44.8,1.1,22.0,-10.3,26.0,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Inland oases, Pica",Tarapacá,Lowlands
Pica 8,T10 (?)-SI,-20.520277,-69.3725,1174.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,PI8-A21,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,45.1,2.0,30.9,-11.0,16.2,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Inland oases, Pica",Tarapacá,Lowlands
Pica 8,T7-SD,-20.520277,-69.3725,1174.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,PI8-A22,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,43.7,1.8,41.0,-10.4,20.4,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Inland oases, Pica",Tarapacá,Lowlands
Pica 8,T28-SI,-20.520277,-69.3725,1174.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,PI8-A23,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,43.7,2.3,52.2,-10.1,17.3,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Inland oases, Pica",Tarapacá,Lowlands
Pica 8,T32-SI,-20.520277,-69.3725,1174.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,PI8-A24,Terrestrial flora,Gourd,Lagenaria sp.,C3,Yes,Squash skin,46.4,1.7,19.9,-22.3,21.5,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Inland oases, Pica",Tarapacá,Lowlands
Pica 8,T43-SI,-20.520277,-69.3725,1174.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,PI8-A25,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,41.5,1.2,47.7,-9.9,23.8,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Inland oases, Pica",Tarapacá,Lowlands
Pica 8,T4-SI,-20.520277,-69.3725,1174.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,PI8-A26,Terrestrial flora,Algarrobo,Prosopis sp.,C3,No,Algarrobo pod,42.9,1.0,7.6,-20.2,27.4,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Inland oases, Pica",Tarapacá,Lowlands
PIca 8,T61-SI,-20.520277,-69.3725,1174.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,PI8-A27,Terrestrial flora,Maize,Zea mays,C4,Yes,Popcorn,40.2,2.7,23.0,-10.4,20.7,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Inland oases, Pica",Tarapacá,Lowlands
Pica 8,T32-SD,-20.520277,-69.3725,1174.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,PI8-A28,Terrestrial flora,Algarrobo,Prosopis sp.,C3,No,Algarrobo seeds,40.8,1.0,17.3,-22.6,5.3,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Inland oases, Pica",Tarapacá,Lowlands
Pica 8,T46-SD,-20.520277,-69.3725,1174.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,PI8-A29,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,43.1,6.5,22.5,-11.0,23.6,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Inland oases, Pica",Tarapacá,Lowlands
Pica 8,T27-SI,-20.520277,-69.3725,1174.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,PI8-A30,Terrestrial flora,Gourd,Lagenaria sp.,C3,Yes,Squash skin,42.8,2.0,38.1,-23.4,21.9,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Inland oases, Pica",Tarapacá,Lowlands
PIca 8,T3-SD,-20.520277,-69.3725,1174.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,PI8-A31,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize grains,43.9,2.7,8.3,-10.7,24.2,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Inland oases, Pica",Tarapacá,Lowlands
PIca 8,T4-SI,-20.520277,-69.3725,1174.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,PI8-A32,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize grains,41.9,2.2,11.7,-10.2,33.1,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Inland oases, Pica",Tarapacá,Lowlands
Pica 8,T6-SI,-20.520277,-69.3725,1174.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,PI8-A33a,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,42.9,1.3,19.1,-10.4,22.9,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Inland oases, Pica",Tarapacá,Lowlands
Pica 8,T6-SI,-20.520277,-69.3725,1174.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,PI8-A33b,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,41.1,6.1,11.4,-10.2,22.7,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Inland oases, Pica",Tarapacá,Lowlands
PIca 8,T3-SD,-20.520277,-69.3725,1174.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,PI8-A34a,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize grains,37.6,4.1,50.8,-9.0,27.5,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Inland oases, Pica",Tarapacá,Lowlands
PIca 8,T3-SD,-20.520277,-69.3725,1174.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,PI8-A34b,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,41.4,2.6,24.2,-10.1,28.5,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Inland oases, Pica",Tarapacá,Lowlands
Pica 8,T13-SI,-20.520277,-69.3725,1174.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,PI8-A35,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,43.1,4.2,14.8,-10.0,26.2,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Inland oases, Pica",Tarapacá,Lowlands
Pica 8,T13-SI,-20.520277,-69.3725,1174.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,PI8-A36,Terrestrial flora,Algarrobo,Prosopis sp.,C3,No,Algarrobo pod,44.0,0.9,8.9,-22.5,22.2,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Inland oases, Pica",Tarapacá,Lowlands
Pica 8,T31-SI,-20.520277,-69.3725,1174.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,PI8-A37,Terrestrial flora,Gourd,Lagenaria sp.,C3,Yes,Squash skin,45.8,2.0,8.8,-22.1,21.8,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Inland oases, Pica",Tarapacá,Lowlands
Pica 8,T20-SI,-20.520277,-69.3725,1174.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,PI8-A38,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,41.6,1.0,26.7,-10.4,19.9,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Inland oases, Pica",Tarapacá,Lowlands
Pica 8,T3-SD,-20.520277,-69.3725,1174.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,PI8-A39,Terrestrial flora,Algarrobo,Prosopis sp.,C3,Yes,Algarrobo pod,48.2,2.0,4.6,-22.7,16.3,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Inland oases, Pica",Tarapacá,Lowlands
Pica 8,T25-SD,-20.520277,-69.3725,1174.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,PI8-A40,Terrestrial flora,Gourd,Lagenaria sp.,C3,Yes,Squash skin,47.5,2.0,16.2,-21.7,29.5,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Inland oases, Pica",Tarapacá,Lowlands
Pica 8,T21-SA,-20.520277,-69.3725,1174.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,PI8-A41,Terrestrial flora,Algarrobo,Prosopis sp.,C3,No,Algarrobo seeds,43.0,0.7,16.7,-20.7,18.6,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Inland oases, Pica",Tarapacá,Lowlands
Pica 8,T21-SA,-20.520277,-69.3725,1174.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,PI8-A42,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize grains,40.8,3.9,10.6,-9.3,9.8,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Inland oases, Pica",Tarapacá,Lowlands
Pica 8,T74-SI,-20.520277,-69.3725,1174.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,PI8-A43a,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize leaf,47.7,1.2,4.3,-11.4,28.9,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Inland oases, Pica",Tarapacá,Lowlands
Pica 8,T74-SI,-20.520277,-69.3725,1174.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,PI8-A43b,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize grains,43.0,1.0,6.0,-10.1,19.3,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Inland oases, Pica",Tarapacá,Lowlands
Pica 8,T24-SD,-20.520277,-69.3725,1174.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,PI8-A44,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize grains,40.3,1.5,16.0,-9.2,18.7,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Inland oases, Pica",Tarapacá,Lowlands
Mocha 2,T2,-19.832041,-69.296723,2274.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,MCH2-A1,Terrestrial flora,Gourd,Lagenaria sp.,C3,Yes,Squash skin,46.4,4.2,9.8,-23.6,24.7,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,UpperTarapacá Valley,Tarapacá,Precordillera
Tiliviche 1B,"Unidad 2A, Nivel 3, Capa C",-19.548889,-69.971111,1030.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,TIL-A1,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,34.5,2.8,5.6,-9.2,15.5,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,Tiliviche,Tarapacá,Lowlands
Tiliviche 1B,"Unidad 2A, Nivel 2, Capa C",-19.548889,-69.971111,1030.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,TIL-A2,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,47.5,2.9,10.6,-9.4,25.0,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,Tiliviche,Tarapacá,Lowlands
