site_name,sample_id,lat,lon,altitude_masl,period,period_from,period_to,c14_method,c14_lab_code,c14_bp,c14_error,c14_cal_from,c14_cal_to,lab_id,type_source,taxon_local,genus_species,photosynthetic_pathway,plant_domesticate,sample_type,wt_C,wt_N,CN_ratio,d13C,d15N,d34S,Sr87_Sr86,reference_short,doi,locality,admin_region,ecozone
Tiliviche 1B,"Unidad 2A, Nivel 2, Capa C",-19.548889,-69.971111,1030.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,TIL-A3,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,39.7,2.0,8.2,-8.5,20.0,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,Tiliviche,Tarapacá,Lowlands
Tiliviche 1B,"Unidad 2A, Nivel 2, Capa C",-19.548889,-69.971111,1030.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,TIL-A4,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,41.1,2.2,12.0,-10.4,15.1,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,Tiliviche,Tarapacá,Lowlands
Tarapacá 13,"Recinto A1, Unidad A1, Capa o Locus L4, B01",-20.02,-69.59,1197.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,TR13-A1,Terrestrial flora,Pumpkin,Cucurbita sp.,C3,Yes,Pumpkin seeds,41.5,1.8,5.4,-20.2,22.1,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,Middle Tarapacá Valley,Tarapacá,Lowlands
Tarapacá 13,"Recinto A1, Unidad 1, Locus 4B, B08",-20.02,-69.59,1197.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,TR13-A2,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,39.9,1.9,9.3,-9.7,2.4,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,Middle Tarapacá Valley,Tarapacá,Lowlands
Tarapacá 13,"Recinto A1, Unidad 3, Locus 5, B06",-20.02,-69.59,1197.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,TR13-A3,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,39.1,1.4,9.6,-10.1,13.6,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,Middle Tarapacá Valley,Tarapacá,Lowlands
Tarapacá 13,"Recinto A1, Locus 4, B014",-20.02,-69.59,1197.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,TR13-A4,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,44.7,3.2,10.6,-10.1,25.9,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,Middle Tarapacá Valley,Tarapacá,Lowlands
Tarapacá 13,"Recinto A1, Locus 4,B014",-20.02,-69.59,1197.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,TR13-A5,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,41.8,1.7,29.0,-10.1,28.1,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,Middle Tarapacá Valley,Tarapacá,Lowlands
Tarapacá 13,"Recinto A1, Locus 4, B014",-20.02,-69.59,1197.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,TR13-A6,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,42.4,1.7,26.0,-9.9,21.9,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,Middle Tarapacá Valley,Tarapacá,Lowlands
Tarapacá 13,"Recinto A1, Unidad 1, Locus 4B, B08",-20.02,-69.59,1197.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,TR13-A7,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,43.9,1.6,9.1,-10.9,26.4,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,Middle Tarapacá Valley,Tarapacá,Lowlands
Tarapacá 13,"Recinto A1, Locus 4, B014",-20.02,-69.59,1197.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,TR13-A8,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,43.3,0.6,12.8,-10.1,27.7,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,Middle Tarapacá Valley,Tarapacá,Lowlands
Tarapacá 13,"Recinto A1, Unidad 1, Locus 4B, B08",-20.02,-69.59,1197.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,TR13-A9,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,36.8,0.7,12.2,-10.2,27.3,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,Middle Tarapacá Valley,Tarapacá,Lowlands
Tarapacá 13,"Recinto A1, Locus 4, B014",-20.02,-69.59,1197.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,TR13-A10,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,42.5,1.8,11.5,-9.8,18.6,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,Middle Tarapacá Valley,Tarapacá,Lowlands
Tarapacá 13,"Recinto A1, Unidad 1, Locus 4B",-20.02,-69.59,1197.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,TR13-A11,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,42.8,1.2,33.6,-9.8,27.2,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,Middle Tarapacá Valley,Tarapacá,Lowlands
Tarapacá 13,"Recinto A1, Locus 4, B011",-20.02,-69.59,1197.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,TR13-A12,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,42.5,1.2,21.5,-10.0,16.1,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,Middle Tarapacá Valley,Tarapacá,Lowlands
Tarapacá 13,"Recinto A1, Locus 4, B014",-20.02,-69.59,1197.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,TR13-A13,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,42.6,1.4,34.4,-9.9,23.9,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,Middle Tarapacá Valley,Tarapacá,Lowlands
Tarapacá 13,"Recinto A1, Locus 4 B014",-20.02,-69.59,1197.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,TR13-A14,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,37.6,0.5,12.5,-10.8,28.6,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,Middle Tarapacá Valley,Tarapacá,Lowlands
Tarapacá 13,"Recinto A1, Locus 4 B014",-20.02,-69.59,1197.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,TR13-A15,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,41.6,0.9,28.4,-9.6,28.7,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,Middle Tarapacá Valley,Tarapacá,Lowlands
Tarapacá 13,"Recinto A1, Locus 4 B014",-20.02,-69.59,1197.0,Late Intermediate Period (Northern Chile),1100.0,1450.0,,,,,,,TR13-A16,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,40.2,0.5,13.4,-9.8,26.8,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,Middle Tarapacá Valley,Tarapacá,Lowlands
Tarapacá 49,"Área 7, Locus 12A",-19.980554,-69.565488,1266.0,Late Period (Northern Chile),1450.0,1532.0,,,,,,,TR49-A1,Terrestrial flora,Chañar,Geoffroea decorticans,C3,No,Chañar seeds,45.8,1.1,11.2,-23.5,19.7,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,Middle Tarapacá Valley,Tarapacá,Lowlands
Tarapacá 49,"Área 003, Locus 007",-19.980554,-69.565488,1266.0,Late Period (Northern Chile),1450.0,1532.0,,,,,,,TR49-A2,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize grains,41.2,0.5,15.0,-10.0,24.5,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,Middle Tarapacá Valley,Tarapacá,Lowlands
Tarapacá 49,"Área 5, Locus 3C",-19.980554,-69.565488,1266.0,Late Period (Northern Chile),1450.0,1532.0,,,,,,,TR49-A3,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,46.5,1.2,33.6,-10.3,26.4,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,Middle Tarapacá Valley,Tarapacá,Lowlands
Tarapacá 49,"Área 5, Locus 3C",-19.980554,-69.565488,1266.0,Late Period (Northern Chile),1450.0,1532.0,,,,,,,TR49-A4,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,46.6,1.5,30.1,-9.9,29.0,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,Middle Tarapacá Valley,Tarapacá,Lowlands
Tarapacá 49,"Área 7, Locus 12A",-19.980554,-69.565488,1266.0,Late Period (Northern Chile),1450.0,1532.0,,,,,,,TR49-A5,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,38.7,1.0,7.2,-11.5,21.5,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,Middle Tarapacá Valley,Tarapacá,Lowlands
Tarapacá 49,"Área 5, Locus 3C",-19.980554,-69.565488,1266.0,Late Period (Northern Chile),1450.0,1532.0,,,,,,,TR49-A6,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,44.4,0.5,33.6,-11.1,23.1,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,Middle Tarapacá Valley,Tarapacá,Lowlands
Tarapacá 49,"Área 7, Locus 1",-19.980554,-69.565488,1266.0,Late Period (Northern Chile),1450.0,1532.0,,,,,,,TR49-A7,Terrestrial flora,Algarrobo,Prosopis sp.,C3,No,Algarrobo seeds,44.5,0.6,5.1,-21.1,11.2,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,Middle Tarapacá Valley,Tarapacá,Lowlands
Tarapacá 49,"Área 7, Locus 9B",-19.980554,-69.565488,1266.0,Late Period (Northern Chile),1450.0,1532.0,,,,,,,TR49-A8,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,44.2,1.9,31.3,-10.5,22.8,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,Middle Tarapacá Valley,Tarapacá,Lowlands
Tarapacá 49,"Área 7, Locus 12A",-19.980554,-69.565488,1266.0,Late Period (Northern Chile),1450.0,1532.0,,,,,,,TR49-A9,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize grains,42.2,0.5,14.5,-9.9,23.7,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,Middle Tarapacá Valley,Tarapacá,Lowlands
Tarapacá 49,"Área 7, Locus 12A",-19.980554,-69.565488,1266.0,Late Period (Northern Chile),1450.0,1532.0,,,,,,,TR49-A10,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,40.8,3.5,20.4,-10.7,17.6,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,Middle Tarapacá Valley,Tarapacá,Lowlands
Tarapacá 49,"Área 003, Locus 007",-19.980554,-69.565488,1266.0,Late Period (Northern Chile),1450.0,1532.0,,,,,,,TR49-A11,Terrestrial flora,Algarrobo,Prosopis sp.,C3,No,Algarrobo seeds,42.9,0.5,6.0,-22.1,15.4,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,Middle Tarapacá Valley,Tarapacá,Lowlands
Tarapacá 49,"Área 7, Locus 9B",-19.980554,-69.565488,1266.0,Late Period (Northern Chile),1450.0,1532.0,,,,,,,TR49-A12,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,39.9,1.1,20.8,-10.1,18.8,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,Middle Tarapacá Valley,Tarapacá,Lowlands
Tarapacá 49,"Área 7, Locus 12A",-19.980554,-69.565488,1266.0,Late Period (Northern Chile),1450.0,1532.0,,,,,,,TR49-A13,Terrestrial flora,Gourd,Lagenaria sp.,C3,Yes,Squash skin,39.6,0.8,17.3,-22.0,19.4,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,Middle Tarapacá Valley,Tarapacá,Lowlands
Tarapacá 49,"Área 7, Locus 9B",-19.980554,-69.565488,1266.0,Late Period (Northern Chile),1450.0,1532.0,,,,,,,TR49-A14,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,44.5,2.8,22.2,-10.0,27.6,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,Middle Tarapacá Valley,Tarapacá,Lowlands
Tarapacá 49,"Área 7, Locus 12A",-19.980554,-69.565488,1266.0,Late Period (Northern Chile),1450.0,1532.0,,,,,,,TR49-A15,Terrestrial flora,Algarrobo,Prosopis sp.,C3,No,Algarrobo seeds,38.2,0.7,5.6,-21.6,12.6,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,Middle Tarapacá Valley,Tarapacá,Lowlands
Tarapacá 49,"Área 5, Locus 6",-19.980554,-69.565488,1266.0,Late Period (Northern Chile),1450.0,1532.0,,,,,,,TR49-A16,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize leaf,38.9,0.8,33.8,-11.1,24.8,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,Middle Tarapacá Valley,Tarapacá,Lowlands
Tarapacá 49,"Área 7, Locus 12A",-19.980554,-69.565488,1266.0,Late Period (Northern Chile),1450.0,1532.0,,,,,,,TR49-A17,Terrestrial flora,Cotton,Gossypium sp.,C3,Yes,Cotton seeds,51.1,0.8,5.2,-22.7,13.0,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,Middle Tarapacá Valley,Tarapacá,Lowlands
Tarapacá 49,"Área 7, Locus 9B",-19.980554,-69.565488,1266.0,Late Period (Northern Chile),1450.0,1532.0,,,,,,,TR49-A18,Terrestrial flora,Gourd,Lagenaria sp.,C3,Yes,Squash skin,43.0,2.7,18.5,-22.6,21.6,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,Middle Tarapacá Valley,Tarapacá,Lowlands
Tarapacá 49,"Área 5, Locus 3C",-19.980554,-69.565488,1266.0,Late Period (Northern Chile),1450.0,1532.0,,,,,,,TR49-A19a,Terrestrial flora,Cotton,Gossypium sp.,C3,Yes,Cotton,37.9,0.4,21.5,-21.6,19.9,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,Middle Tarapacá Valley,Tarapacá,Lowlands
Tarapacá 49,"Área 5, Locus 3C",-19.980554,-69.565488,1266.0,Late Period (Northern Chile),1450.0,1532.0,,,,,,,TR49-A19b,Terrestrial flora,Cotton,Gossypium sp.,C3,Yes,Cotton seeds,45.9,4.0,6.9,-23.2,18.7,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,Middle Tarapacá Valley,Tarapacá,Lowlands
Tarapacá 49,"Área 7, Locus 1",-19.980554,-69.565488,1266.0,Late Period (Northern Chile),1450.0,1532.0,,,,,,,TR49-A20,Terrestrial flora,Gourd,Lagenaria sp.,C3,Yes,Squash skin,42.6,0.8,13.9,-23.1,26.2,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,Middle Tarapacá Valley,Tarapacá,Lowlands
Tarapacá 49,Caja 9,-19.980554,-69.565488,1266.0,Late Period (Northern Chile),1450.0,1532.0,,,,,,,TR49-A21,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,30.7,0.6,50.4,-10.9,18.8,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,Middle Tarapacá Valley,Tarapacá,Lowlands
Tarapacá 49,Caja 9,-19.980554,-69.565488,1266.0,Late Period (Northern Chile),1450.0,1532.0,,,,,,,TR49-A22,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,30.7,2.7,32.1,-11.3,27.3,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,Middle Tarapacá Valley,Tarapacá,Lowlands
Tarapacá 49,Caja 9,-19.980554,-69.565488,1266.0,Late Period (Northern Chile),1450.0,1532.0,,,,,,,TR49-A23,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,21.2,1.1,30.5,-10.5,18.5,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,Middle Tarapacá Valley,Tarapacá,Lowlands
Tarapacá 49,Caja 9,-19.980554,-69.565488,1266.0,Late Period (Northern Chile),1450.0,1532.0,,,,,,,TR49-A24,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,44.0,0.7,33.7,-10.9,16.6,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,Middle Tarapacá Valley,Tarapacá,Lowlands
Tarapacá 49,Caja 9,-19.980554,-69.565488,1266.0,Late Period (Northern Chile),1450.0,1532.0,,,,,,,TR49-A25,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize grains,42.5,1.1,19.6,-10.1,8.3,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,Middle Tarapacá Valley,Tarapacá,Lowlands
Tarapacá 49,Caja 9,-19.980554,-69.565488,1266.0,Late Period (Northern Chile),1450.0,1532.0,,,,,,,TR49-A26,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize grains,39.8,0.8,25.4,-9.7,19.4,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,Middle Tarapacá Valley,Tarapacá,Lowlands
Tarapacá 49,Caja 9,-19.980554,-69.565488,1266.0,Late Period (Northern Chile),1450.0,1532.0,,,,,,,TR49-A27,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,43.5,1.5,41.7,-10.6,21.1,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,Middle Tarapacá Valley,Tarapacá,Lowlands
Tarapacá 49,Caja 9,-19.980554,-69.565488,1266.0,Late Period (Northern Chile),1450.0,1532.0,,,,,,,TR49-A28,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,40.2,2.5,28.9,-10.1,21.2,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,Middle Tarapacá Valley,Tarapacá,Lowlands
Tarapacá 49,Caja 11,-19.980554,-69.565488,1266.0,Late Period (Northern Chile),1450.0,1532.0,,,,,,,TR49-A29,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,38.7,1.8,26.2,-12.7,25.7,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,Middle Tarapacá Valley,Tarapacá,Lowlands
Tarapacá 49,Caja 11,-19.980554,-69.565488,1266.0,Late Period (Northern Chile),1450.0,1532.0,,,,,,,TR49-A30,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,42.1,1.2,37.2,-10.9,22.6,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,Middle Tarapacá Valley,Tarapacá,Lowlands
Tarapacá 49,Caja 11,-19.980554,-69.565488,1266.0,Late Period (Northern Chile),1450.0,1532.0,,,,,,,TR49-A31,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,43.1,1.6,55.1,-10.7,25.7,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,Middle Tarapacá Valley,Tarapacá,Lowlands
Tarapacá 49,Caja 11,-19.980554,-69.565488,1266.0,Late Period (Northern Chile),1450.0,1532.0,,,,,,,TR49-A32,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,43.0,1.7,49.5,-9.8,31.2,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,Middle Tarapacá Valley,Tarapacá,Lowlands
Tarapacá 49,Caja 11,-19.980554,-69.565488,1266.0,Late Period (Northern Chile),1450.0,1532.0,,,,,,,TR49-A33,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize cob,44.6,1.3,51.3,-9.9,19.5,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,Middle Tarapacá Valley,Tarapacá,Lowlands
Tarapacá 49,Caja 11,-19.980554,-69.565488,1266.0,Late Period (Northern Chile),1450.0,1532.0,,,,,,,TR49-A34,Terrestrial flora,Gourd,Lagenaria sp.,C3,Yes,Squash skin,43.5,0.9,71.5,-20.9,22.9,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,Middle Tarapacá Valley,Tarapacá,Lowlands
Tarapacá 49,Caja 9,-19.980554,-69.565488,1266.0,Late Period (Northern Chile),1450.0,1532.0,,,,,,,TR49-A35,Terrestrial flora,Algarrobo,Prosopis sp.,C3,No,Pod and seeds,,1.0,34.5,-21.5,13.2,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,Middle Tarapacá Valley,Tarapacá,Lowlands
Tarapacá 49,Caja 11,-19.980554,-69.565488,1266.0,Late Period (Northern Chile),1450.0,1532.0,,,,,,,TR49-A36,Terrestrial flora,Algarrobo,Prosopis sp.,C3,No,Pod and seeds,,1.0,24.6,-22.5,13.2,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,Middle Tarapacá Valley,Tarapacá,Lowlands
Cerro Colorado 7,Level 2C,-20.2862,-69.1976,2632.0,Colonial,1460.0,1630.0,,,,,,,CC7-A1,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize grains,41.8,0.7,9.6,-10.7,18.6,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Precordillera de Tarapacá, sector of Cerro Colorado",Tarapacá,Precordillera
Cerro Colorado 7,Level 2C,-20.2862,-69.1976,2632.0,Colonial,1460.0,1630.0,,,,,,,CC7-A2,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize grains,40.2,42.0,15.7,-10.1,24.0,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Precordillera de Tarapacá, sector of Cerro Colorado",Tarapacá,Precordillera
Cerro Colorado 7,Level 2C,-20.2862,-69.1976,2632.0,Colonial,1460.0,1630.0,,,,,,,CC7-A3,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize grains,42.7,40.6,7.0,-10.9,23.9,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Precordillera de Tarapacá, sector of Cerro Colorado",Tarapacá,Precordillera
Cerro Colorado 7,Level 2C,-20.2862,-69.1976,2632.0,Colonial,1460.0,1630.0,,,,,,,CC7-A4,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize grains,43.6,2.1,8.4,-10.7,25.2,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Precordillera de Tarapacá, sector of Cerro Colorado",Tarapacá,Precordillera
Cerro Colorado 7,Level 2C,-20.2862,-69.1976,2632.0,Colonial,1460.0,1630.0,,,,,,,CC7-A5,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize grains,40.0,1.0,15.8,-10.4,20.5,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Precordillera de Tarapacá, sector of Cerro Colorado",Tarapacá,Precordillera
Cerro Colorado 7,Level 2C,-20.2862,-69.1976,2632.0,Colonial,1460.0,1630.0,,,,,,,CC7-A6,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize grains,45.1,1.8,9.3,-10.6,20.3,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Precordillera de Tarapacá, sector of Cerro Colorado",Tarapacá,Precordillera
Cerro Colorado 7,Level 2C,-20.2862,-69.1976,2632.0,Colonial,1460.0,1630.0,,,,,,,CC7-A7,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize grains,40.5,1.3,11.6,-9.8,17.6,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Precordillera de Tarapacá, sector of Cerro Colorado",Tarapacá,Precordillera
Cerro Colorado 7,Level 2C,-20.2862,-69.1976,2632.0,Colonial,1460.0,1630.0,,,,,,,CC7-A8,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize grains,41.6,0.9,16.4,-10.2,23.0,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Precordillera de Tarapacá, sector of Cerro Colorado",Tarapacá,Precordillera
Cerro Colorado 7,Level 2C,-20.2862,-69.1976,2632.0,Colonial,1460.0,1630.0,,,,,,,CC7-A9,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize grains,42.0,1.8,8.3,-10.8,22.9,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Precordillera de Tarapacá, sector of Cerro Colorado",Tarapacá,Precordillera
Cerro Colorado 7,Level 2C,-20.2862,-69.1976,2632.0,Colonial,1460.0,1630.0,,,,,,,CC7-A10,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize grains,51.3,2.1,9.0,-12.0,27.6,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Precordillera de Tarapacá, sector of Cerro Colorado",Tarapacá,Precordillera
Cerro Colorado 7,Level 2C,-20.2862,-69.1976,2632.0,Colonial,1460.0,1630.0,,,,,,,CC7-A11,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize grains,42.8,3.3,4.7,-11.0,19.9,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Precordillera de Tarapacá, sector of Cerro Colorado",Tarapacá,Precordillera
Cerro Colorado 7,Level 2C,-20.2862,-69.1976,2632.0,Colonial,1460.0,1630.0,,,,,,,CC7-A12,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize grains,39.5,1.4,9.5,-11.4,22.5,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Precordillera de Tarapacá, sector of Cerro Colorado",Tarapacá,Precordillera
Cerro Colorado 7,Level 2C,-20.2862,-69.1976,2632.0,Colonial,1460.0,1630.0,,,,,,,CC7-A13,Terrestrial flora,Maize,Zea mays,C4,Yes,Maize grains,43.5,1.5,11.1,-10.6,21.6,,,Santana-Sagredo et al. (2021),https://doi.org/10.1038/s41477-020-00835-4,"Precordillera de Tarapacá, sector of Cerro Colorado",Tarapacá,Precordillera
