site_name,period_broad,period,lab_id,period_from,period_to,sample_id,lat,lon,altitude_masl,c14_method,c14_lab_code,c14_bp,c14_error,c14_cal_from,c14_cal_to,material_dated,sex,age_category,age_min,age_max,sample_type,tissue,element,tissue_age,tissue_age_min,tissue_age_max,yield_pct,wt_C,wt_N,CN_ratio,d13C,d15N,wt_S,d34S,tissue_carbonate,element_carbonate,tissue_age_carbonate,tissue_age_carbonate_min,tissue_age_carbonate_max,d13C_carbonate,d18O_carbonate,Sr87_Sr86,reference_short,doi,locality,admin_region,ecozone
Molle Pampa (Medio),Late Intermediate,Late Intermediate,425-U-65,1100.0,1450,425-U-65,-18.423189,-70.089039,583,,,,,,,,,,,,Bone,Bone collagen,Rib,,,,27.0,32.4,11.3,3.4,-9.6,22.3,,,Bone apatite,,,,,-3.9,,,Aufderheide and Santoro (1999),http://rchn.biologiachile.cl/pdfs/1999/2/Aufderheide_&_Santoro_1999.pdf,"Middle Lluta Valley, Poconchile",Arica y Parinacota,Lowlands
Molle Pampa (Medio),Late Intermediate,Late Intermediate,33-U-1,1100.0,1450,33-U-1,-18.423189,-70.089039,583,,,,,,,,,,,,Bone,Bone collagen,,,,,25.6,48.4,17.3,3.3,-10.4,20.4,,,Bone apatite,,,,,-5.1,,,Aufderheide and Santoro (1999),http://rchn.biologiachile.cl/pdfs/1999/2/Aufderheide_&_Santoro_1999.pdf,"Middle Lluta Valley, Poconchile",Arica y Parinacota,Lowlands
Molle Pampa (Medio),Late Intermediate,Late Intermediate,425-U-60,1100.0,1450,425-U-60,-18.423189,-70.089039,583,,,,,,,,,,,,Bone,Bone collagen,Tibia,,,,24.4,37.9,13.7,3.2,-9.7,23.1,,,Bone apatite,,,,,-3.8,,,Aufderheide and Santoro (1999),http://rchn.biologiachile.cl/pdfs/1999/2/Aufderheide_&_Santoro_1999.pdf,"Middle Lluta Valley, Poconchile",Arica y Parinacota,Lowlands
Molle Pampa (Medio),Late Intermediate,Late Intermediate,55-U-1,1100.0,1450,55-U-1,-18.423189,-70.089039,583,,,,,,,,,,,,Bone,,,,,,,,,,,,,,Bone apatite,,,,,,,0.70784,Aufderheide and Santoro (1999),http://rchn.biologiachile.cl/pdfs/1999/2/Aufderheide_&_Santoro_1999.pdf,"Middle Lluta Valley, Poconchile",Arica y Parinacota,Lowlands
Molle Pampa (Medio),Late Intermediate,Late Intermediate,36-U-3,1100.0,1450,36-U-3,-18.423189,-70.089039,583,,,,,,,,,,,,Bone,,,,,,,,,,,,,,Bone apatite,,,,,,,0.707525,Aufderheide and Santoro (1999),http://rchn.biologiachile.cl/pdfs/1999/2/Aufderheide_&_Santoro_1999.pdf,"Middle Lluta Valley, Poconchile",Arica y Parinacota,Lowlands
Quitor 1,Late Intermediate,Late Intermediate,I42,1000.0,1450,3486,-22.902611,-68.208056,2458,,,,,,,,und,,,,Bone,Bone collagen,,,,,16.5,43.3,15.5,3.3,-12.2,11.7,,,Bone apatite,,,,,-7.4,,,Pestle et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.03.048,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 1,Late Intermediate,Late Intermediate,I43,1000.0,1450,3454,-22.902749,-68.208019,2458,,,,,,,,und,,,,Bone,Bone collagen,,,,,14.9,34.1,12.2,3.3,-13.2,11.0,,,Bone apatite,,,,,-7.8,,,Pestle et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.03.048,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 1,Late Intermediate,Late Intermediate,I44,1000.0,1450,3487,-22.902749,-68.208019,2458,,,,,,,,und,,,,Bone,Bone collagen,,,,,6.3,22.3,7.6,3.4,-15.2,13.0,,,Bone apatite,,,,,-9.3,,,Pestle et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.03.048,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 1,Late Intermediate,Late Intermediate,I45,1000.0,1450,3443,-22.902749,-68.208019,2458,,,,,,,,und,,,,Bone,Bone collagen,,,,,7.9,33.1,12.7,3.0,-13.4,11.1,,,Bone apatite,,,,,-7.1,,,Pestle et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.03.048,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 1,Late Intermediate,Late Intermediate,I46,1000.0,1450,3455,-22.902749,-68.208019,2458,,,,,,,,und,,,,Bone,Bone collagen,,,,,1.8,10.5,2.9,4.3,-12.8,12.7,,,Bone apatite,,,,,-8.0,,,Pestle et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.03.048,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 1,Late Intermediate,Late Intermediate,I47,1000.0,1450,3493,-22.902749,-68.208019,2458,,,,,,,,und,,,,Bone,Bone collagen,,,,,22.8,38.2,13.9,3.2,-14.0,9.5,,,Bone apatite,,,,,-7.4,,,Pestle et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.03.048,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 6,Late Intermediate,Late Intermediate,T02,900.0,1485,T02,-22.903611,-68.207222,2451,,,,,,,,M,Adult,,,Bone,Bone collagen,Rib,Adult,,,22.4,40.9,14.8,3.2,-13.2,11.9,,,Bone apatite,Rib,Adult,,,-7.7,-3.7,,Santana-Sagredo et al. (2015a),DOI: 10.1002/ajpa.22663,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 6,Late Intermediate,Late Intermediate,T09,900.0,1485,T09,-22.905268,-68.207185,2451,,,,,,,,F,Adult,,,Bone,Bone collagen,Rib,Adult,,,19.4,39.1,13.4,3.4,-14.8,10.6,,,Bone apatite,Rib,Adult,,,-7.9,-3.9,,Santana-Sagredo et al. (2015a),DOI: 10.1002/ajpa.22663,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 6,Late Intermediate,Late Intermediate,T11,900.0,1485,T11,-22.905268,-68.207185,2451,,,,,,,,M,Adult,,,Bone,Bone collagen,Rib,Adult,,,25.2,44.3,16.1,3.2,-15.3,11.6,,,Bone apatite,Rib,Adult,,,-9.0,-4.5,,Santana-Sagredo et al. (2015a),DOI: 10.1002/ajpa.22663,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 6,Late Intermediate,Late Intermediate,T19,900.0,1485,T19,-22.905268,-68.207185,2451,,,,,,,,M,Adult,,,Bone,Bone collagen,Rib,Adult,,,9.3,37.2,11.4,3.8,-17.4,11.4,,,Bone apatite,Rib,Adult,,,-8.0,-5.0,,Santana-Sagredo et al. (2015a),DOI: 10.1002/ajpa.22663,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 6,Late Intermediate,Late Intermediate,T31,900.0,1485,T31,-22.905268,-68.207185,2451,,,,,,,,M,Adult,,,Bone,Bone collagen,Rib,Adult,,,17.1,42.7,15.5,3.2,-14.5,11.4,,,Bone apatite,Rib,Adult,,,-8.6,-4.7,,Santana-Sagredo et al. (2015a),DOI: 10.1002/ajpa.22663,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 6,Late Intermediate,Late Intermediate,T34,900.0,1485,T34,-22.905268,-68.207185,2451,,,,,,,,F,Adult,,,Bone,Bone collagen,Rib,Adult,,,,,,,,,,,Bone apatite,Rib,Adult,,,-8.5,-4.8,,Santana-Sagredo et al. (2015a),DOI: 10.1002/ajpa.22663,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 6,Late Intermediate,Late Intermediate,T35,900.0,1485,T35,-22.905268,-68.207185,2451,,,,,,,,M,Adult,,,Bone,Bone collagen,Phalange,Adult,,,5.4,42.1,14.3,3.4,-15.3,10.1,,,Bone apatite,Phalange,Adult,,,-8.7,-4.0,,Santana-Sagredo et al. (2015a),DOI: 10.1002/ajpa.22663,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 6,Late Intermediate,Late Intermediate,T36,900.0,1485,T36,-22.905268,-68.207185,2451,,,,,,,,M,Adult,,,Bone,Bone collagen,Rib,Adult,,,23.1,44.1,15.8,3.3,-13.8,11.2,,,Bone apatite,Rib,Adult,,,-7.9,-4.5,,Santana-Sagredo et al. (2015a),DOI: 10.1002/ajpa.22663,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 6,Late Intermediate,Late Intermediate,T39,900.0,1485,T39,-22.905268,-68.207185,2451,,,,,,,,F,Adult,,,Bone,Bone collagen,Rib,Adult,,,,,,,,,,,Bone apatite,Rib,Adult,,,-8.1,-4.3,,Santana-Sagredo et al. (2015a),DOI: 10.1002/ajpa.22663,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 6,Late Intermediate,Late Intermediate,T42,900.0,1485,T42,-22.905268,-68.207185,2451,,,,,,,,F,Adult,,,Bone,Bone collagen,Rib,Adult,,,16.8,39.7,14.4,3.2,-14.2,11.0,,,Bone apatite,Rib,Adult,,,-9.8,-4.1,,Santana-Sagredo et al. (2015a),DOI: 10.1002/ajpa.22663,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 6,Late Intermediate,Late Intermediate,T45,900.0,1485,T45,-22.905268,-68.207185,2451,,,,,,,,und,Adult,,,Bone,Bone collagen,Rib,Adult,,,16.2,41.9,15.3,3.2,-14.8,9.5,,,Bone apatite,Rib,Adult,,,-8.4,-2.9,,Santana-Sagredo et al. (2015a),DOI: 10.1002/ajpa.22663,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 6,Late Intermediate,Late Intermediate,T46,900.0,1485,T46,-22.905268,-68.207185,2451,,,,,,,,F,Adult,,,Bone,Bone collagen,Rib,Adult,,,20.5,40.6,15.0,3.2,-14.1,11.8,,,Bone apatite,Rib,Adult,,,-8.6,-4.0,,Santana-Sagredo et al. (2015a),DOI: 10.1002/ajpa.22663,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 6,Late Intermediate,Late Intermediate,T47,900.0,1485,T47,-22.905268,-68.207185,2451,,,,,,,,F,Adult,,,Bone,Bone collagen,Rib,Adult,,,9.0,39.3,13.9,3.3,-15.5,10.6,,,Bone apatite,Rib,Adult,,,-8.9,-3.5,,Santana-Sagredo et al. (2015a),DOI: 10.1002/ajpa.22663,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 6,Late Intermediate,Late Intermediate,T50,900.0,1485,T50,-22.905268,-68.207185,2451,,,,,,,,und,Adult,,,Bone,Bone collagen,Rib,Adult,,,23.8,43.7,15.2,3.3,-14.8,10.6,,,Bone apatite,Rib,Adult,,,-8.2,-2.6,,Santana-Sagredo et al. (2015a),DOI: 10.1002/ajpa.22663,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 6,Late Intermediate,Late Intermediate,T52,900.0,1485,T52,-22.905268,-68.207185,2451,,,,,,,,F,Adult,,,Bone,Bone collagen,Rib,Adult,,,30.5,46.7,17.1,3.2,-11.6,11.5,,,Bone apatite,Rib,Adult,,,-8.6,-3.9,,Santana-Sagredo et al. (2015a),DOI: 10.1002/ajpa.22663,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 6,Late Intermediate,Late Intermediate,T54,900.0,1485,T54,-22.905268,-68.207185,2451,,,,,,,,F,Adult,,,Bone,Bone collagen,Rib,Adult,,,9.8,34.2,11.6,3.5,-15.3,10.8,,,Bone apatite,Rib,Adult,,,,,,Santana-Sagredo et al. (2015a),DOI: 10.1002/ajpa.22663,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 6,Late Intermediate,Late Intermediate,ACL-1532,750.0,1250,QT6–0595,-22.905268,-68.207185,2451,,,,,,,,F,Young Adult,21.0,35.0,Tooth,,,Adult,,,,,,,,,,,Enamel,Max RM3,Child-2/Adolescent-1,8.5,14.0,-7.6,-2.0,,Knudson et al. (2015),DOI: 10.1002/ajpa.22694,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 6,Late Intermediate,Late Intermediate,G43,1000.0,1450,T23,-22.905268,-68.207185,2451,,,,,,,,und,,,,Bone,Bone collagen,,,,,0.9,10.3,2.6,4.6,-17.3,9.1,,,Bone apatite,,,,,-8.5,,,Pestle et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.03.048,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 6,Late Intermediate,Late Intermediate,H95,1000.0,1450,469/470,-22.905268,-68.207185,2451,,,,,,,,F,,,,Bone,Bone collagen,,,,,19.2,39.2,14.5,3.2,-13.6,10.8,,,Bone apatite,,,,,-7.8,,,Pestle et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.03.048,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 6,Late Intermediate,Late Intermediate,H96,1000.0,1450,871,-22.905268,-68.207185,2451,,,,,,,,M,,,,Bone,Bone collagen,,,,,19.3,38.0,13.6,3.3,-15.9,10.8,,,Bone apatite,,,,,-10.3,,,Pestle et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.03.048,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 6,Late Intermediate,Late Intermediate,H97,1000.0,1450,88/89,-22.905268,-68.207185,2451,,,,,,,,F,,,,Bone,Bone collagen,,,,,8.3,32.2,11.6,3.2,-13.9,10.5,,,Bone apatite,,,,,-8.5,,,Pestle et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.03.048,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 6,Late Intermediate,Late Intermediate,H98,1000.0,1450,943,-22.905268,-68.207185,2451,,,,,,,,F,,,,Bone,Bone collagen,,,,,3.8,25.5,8.8,3.4,-13.7,11.4,,,Bone apatite,,,,,-8.0,,,Pestle et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.03.048,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 6,Late Intermediate,Late Intermediate,H99,1000.0,1450,694,-22.905268,-68.207185,2451,,,,,,,,und,,,,Bone,Bone collagen,,,,,14.2,35.6,13.1,3.2,-13.0,9.9,,,Bone apatite,,,,,-7.7,,,Pestle et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.03.048,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 6,Late Intermediate,Late Intermediate,H100,1000.0,1450,876,-22.905268,-68.207185,2451,,,,,,,,und,,,,Bone,Bone collagen,,,,,21.0,38.0,13.9,3.2,-15.6,9.3,,,Bone apatite,,,,,-8.8,,,Pestle et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.03.048,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 6,Late Intermediate,Late Intermediate,H101,1000.0,1450,877,-22.905268,-68.207185,2451,,,,,,,,F,,,,Bone,Bone collagen,,,,,20.4,37.2,13.6,3.2,-15.2,9.7,,,Bone apatite,,,,,-10.1,,,Pestle et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.03.048,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 6,Late Intermediate,Late Intermediate,H102,1000.0,1450,432/433,-22.905268,-68.207185,2451,,,,,,,,und,,,,Bone,Bone collagen,,,,,2.4,1.3,0.4,4.1,-15.1,10.3,,,Bone apatite,,,,,-6.6,,,Pestle et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.03.048,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 6,Late Intermediate,Late Intermediate,H103,1000.0,1450,222/223,-22.905268,-68.207185,2451,,,,,,,,F,,,,Bone,Bone collagen,,,,,21.2,36.1,13.3,3.2,-13.2,10.3,,,Bone apatite,,,,,-7.3,,,Pestle et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.03.048,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 6,Late Intermediate,Late Intermediate,H104,1000.0,1450,104,-22.905268,-68.207185,2451,,,,,,,,F,,,,Bone,Bone collagen,,,,,22.1,39.0,14.4,3.2,-13.0,11.4,,,Bone apatite,,,,,-7.8,,,Pestle et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.03.048,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 6,Late Intermediate,Late Intermediate,H105,1000.0,1450,80/81,-22.905268,-68.207185,2451,,,,,,,,F,,,,Bone,Bone collagen,,,,,4.8,28.3,9.9,3.3,-14.4,10.7,,,Bone apatite,,,,,-8.7,,,Pestle et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.03.048,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 6,Late Intermediate,Late Intermediate,H-106,1000.0,1450,667,-22.905268,-68.207185,2451,,,,,,,,F,,,,Bone,Bone collagen,,,,,1.7,10.9,3.5,3.6,-13.7,10.9,,,Bone apatite,,,,,-7.9,,,Pestle et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.03.048,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 6,Late Intermediate,Late Intermediate,H-107,1000.0,1450,685,-22.905268,-68.207185,2451,,,,,,,,und,,,,Bone,Bone collagen,,,,,7.0,31.7,11.7,3.2,-11.2,11.5,,,Bone apatite,,,,,-6.2,,,Pestle et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.03.048,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 6,Late Intermediate,Late Intermediate,595,1000.0,1450,595,-22.905268,-68.207185,2451,,,,,,,,,,,,Tooth,,,,,,,,,,,,,,Enamel,M3,,,,-7.6,,,Santana-Sagredo et al. (2019),https://doi.org/10.1016/j.quaint.2018.05.013,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 9,Late Intermediate,Late Intermediate,H88,1000.0,1450,3250,-22.908383,-68.205559,2443,,,,,,,,F,,,,Bone,Bone collagen,,,,,2.4,18.8,6.4,3.4,-13.7,12.1,,,Bone apatite,,,,,-8.2,,,Pestle et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.03.048,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 9,Late Intermediate,Late Intermediate,H89,1000.0,1450,3242,-22.908383,-68.205559,2443,,,,,,,,und,,,,Bone,Bone collagen,,,,,1.1,,,,-20.5,9.3,,,Bone apatite,,,,,-10.9,,,Pestle et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.03.048,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 9,Late Intermediate,Late Intermediate,H90,1000.0,1450,3237,-22.908383,-68.205559,2443,,,,,,,,M,,,,Bone,Bone collagen,,,,,21.5,40.2,14.8,3.2,-11.5,12.3,,,Bone apatite,,,,,-7.4,,,Pestle et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.03.048,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 9,Late Intermediate,Late Intermediate,H91,1000.0,1450,3236,-22.908383,-68.205559,2443,,,,,,,,M,,,,Bone,Bone collagen,,,,,14.3,38.9,14.2,3.2,-11.4,12.5,,,Bone apatite,,,,,-6.0,,,Pestle et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.03.048,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 9,Late Intermediate,Late Intermediate,H92,1000.0,1450,3249,-22.908383,-68.205559,2443,,,,,,,,M,,,,Bone,Bone collagen,,,,,17.4,39.2,14.6,3.1,-11.7,11.2,,,Bone apatite,,,,,-5.9,,,Pestle et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.03.048,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 9,Late Intermediate,Late Intermediate,H93,1000.0,1450,3251,-22.908383,-68.205559,2443,,,,,,,,und,,,,Bone,Bone collagen,,,,,2.3,9.4,2.8,3.9,-14.1,11.8,,,Bone apatite,,,,,-8.4,,,Pestle et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.03.048,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 9,Late Intermediate,Late Intermediate,H94,1000.0,1450,3239,-22.908383,-68.205559,2443,,,,,,,,und,,,,Bone,Bone collagen,,,,,2.7,3.6,0.8,5.5,-13.7,14.0,,,Bone apatite,,,,,-6.6,,,Pestle et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.03.048,San Pedro de Atacama Oasis,Antofagasta,Precordillera
San Lorenzo de Tarapacá,Late Intermediate,Late Intermediate,SLT M1,900.0,1450,SLT M1,-19.9235,-69.5094,1414,,,,,,,,M,,,,Bone,Bone collagen,Phalange,,,,,,,3.2,-10.2,15.0,,,Bone apatite,Phalange,,,,-6.1,,,Santana-Sagredo et al. (2021),DOI: 10.4324/9781003229810-3,Tarapacá,Tarapacá,Lowlands
San Lorenzo de Tarapacá,Late Intermediate,Late Intermediate,SLT 121,900.0,1450,SLT 121,-19.9235,-69.5094,1414,,,,,,,,F,,,,Bone,Bone collagen,Rib,,,,,,,3.2,-13.6,13.9,,,Bone apatite,Rib,,,,-11.2,,,Santana-Sagredo et al. (2021),DOI: 10.4324/9781003229810-3,Tarapacá,Tarapacá,Lowlands
Toconao Oriente,Late Intermediate,Late Intermediate,TO 1,900.0,1485,TO 1,-23.8089,-68.0676,2679,,,,,,,,F,,,,Bone,Bone collagen,Rib,,,,,,,3.6,-15.1,10.9,,,Bone apatite,Rib,,,,-10.4,-3.7,,Santana-Sagredo et al. (2019),https://doi.org/10.1016/j.quaint.2018.05.013,"Upper Loa basin, Calama",Antofagasta,Precordillera
Toconao Oriente,Late Intermediate,Late Intermediate,TO 2,900.0,1485,TO 2,-23.8089,-68.0676,2679,,,,,,,,F,,,,Bone,Bone collagen,Rib,,,,,,,3.2,-14.5,11.1,,,Bone apatite,Rib,,,,-10.5,-4.0,,Santana-Sagredo et al. (2019),https://doi.org/10.1016/j.quaint.2018.05.013,"Upper Loa basin, Calama",Antofagasta,Precordillera
Toconao Oriente,Late Intermediate,Late Intermediate,TO 3,900.0,1485,TO 3,-23.8089,-68.0676,2679,,,,,,,,M,,,,Bone,Bone collagen,Rib,,,,,,,,,,,,Bone apatite,Rib,,,,-8.3,-3.7,,Santana-Sagredo et al. (2019),https://doi.org/10.1016/j.quaint.2018.05.013,"Upper Loa basin, Calama",Antofagasta,Precordillera
Toconao Oriente,Late Intermediate,Late Intermediate,TO 4,900.0,1485,TO 4,-23.8089,-68.0676,2679,,,,,,,,M,,,,Bone,Bone collagen,Clavicle,,,,,,,3.4,-14.1,11.7,,,Bone apatite,Clavicle,,,,-8.7,-3.8,,Santana-Sagredo et al. (2019),https://doi.org/10.1016/j.quaint.2018.05.013,"Upper Loa basin, Calama",Antofagasta,Precordillera
Toconao Oriente,Late Intermediate,Late Intermediate,TO 5,900.0,1485,TO 5,-23.8089,-68.0676,2679,,,,,,,,M,,,,Bone,Bone collagen,Rib,,,,,,,3.3,-14.9,10.8,,,Bone apatite,Rib,,,,-11.6,-5.1,,Santana-Sagredo et al. (2019),https://doi.org/10.1016/j.quaint.2018.05.013,"Upper Loa basin, Calama",Antofagasta,Precordillera
Toconao Oriente,Late Intermediate,Late Intermediate,TO 6,900.0,1485,TO 6,-23.8089,-68.0676,2679,,,,,,,,F,,,,Bone,Bone collagen,Rib,,,,,,,3.3,-14.6,11.0,,,Bone apatite,Rib,,,,-10.0,-4.0,,Santana-Sagredo et al. (2019),https://doi.org/10.1016/j.quaint.2018.05.013,"Upper Loa basin, Calama",Antofagasta,Precordillera
Toconao Oriente,Late Intermediate,Late Intermediate,TO 7,900.0,1485,TO 7,-23.8089,-68.0676,2679,,,,,,,,F,,,,Bone,Bone collagen,Phalange,,,,,,,3.2,-14.4,11.2,,,Bone apatite,Phalange,,,,-8.4,-2.2,,Santana-Sagredo et al. (2019),https://doi.org/10.1016/j.quaint.2018.05.013,"Upper Loa basin, Calama",Antofagasta,Precordillera
Toconao Oriente,Late Intermediate,Late Intermediate,TO 8,900.0,1485,TO 8,-23.8089,-68.0676,2679,,,,,,,,F,,,,Bone,Bone collagen,Rib,,,,,,,3.7,-15.5,10.5,,,Bone apatite,Rib,,,,-10.2,-4.1,,Santana-Sagredo et al. (2019),https://doi.org/10.1016/j.quaint.2018.05.013,"Upper Loa basin, Calama",Antofagasta,Precordillera
Toconao Oriente,Late Intermediate,Late Intermediate,TO 9,900.0,1485,TO 9,-23.8089,-68.0676,2679,,,,,,,,M,,,,Bone,,,,,,,,,,,,,,Bone apatite,Cranial bone,,,,-8.4,-2.7,,Santana-Sagredo et al. (2019),https://doi.org/10.1016/j.quaint.2018.05.013,"Upper Loa basin, Calama",Antofagasta,Precordillera
Toconao Oriente,Late Intermediate,Late Intermediate,TO 11.C1,900.0,1485,TO 11.C1,-23.8089,-68.0676,2679,,,,,,,,M,,,,Bone,,,,,,,,,,,,,,Bone apatite,Cranial bone,,,,-11.3,-6.7,,Santana-Sagredo et al. (2019),https://doi.org/10.1016/j.quaint.2018.05.013,"Upper Loa basin, Calama",Antofagasta,Precordillera
Toconao Oriente,Late Intermediate,Late Intermediate,TO 12,900.0,1485,TO 12,-23.8089,-68.0676,2679,,,,,,,,M,,,,Bone,Bone collagen,Rib,,,,,,,3.2,-13.2,12.7,,,Bone apatite,Rib,,,,-10.0,-2.9,,Santana-Sagredo et al. (2019),https://doi.org/10.1016/j.quaint.2018.05.013,"Upper Loa basin, Calama",Antofagasta,Precordillera
Toconao Oriente,Late Intermediate,Late Intermediate,TO 13,900.0,1485,TO 13,-23.8089,-68.0676,2679,,,,,,,,F,,,,Bone,Bone collagen,Cranial bone,,,,,,,4.2,-16.6,7.9,,,Bone apatite,Cranial bone,,,,-10.2,-4.6,,Santana-Sagredo et al. (2019),https://doi.org/10.1016/j.quaint.2018.05.013,"Upper Loa basin, Calama",Antofagasta,Precordillera
Toconao Oriente,Late Intermediate,Late Intermediate,TO 14,900.0,1485,TO 14,-23.8089,-68.0676,2679,,,,,,,,M,,,,Bone,Bone collagen,Cranial bone,,,,,,,3.6,-16.6,7.3,,,Bone apatite,Cranial bone,,,,-9.7,-3.9,,Santana-Sagredo et al. (2019),https://doi.org/10.1016/j.quaint.2018.05.013,"Upper Loa basin, Calama",Antofagasta,Precordillera
Toconao Oriente,Late Intermediate,Late Intermediate,TO 15,900.0,1485,TO 15,-23.8089,-68.0676,2679,,,,,,,,F,,,,Bone,Bone collagen,Cranial bone,,,,,,,3.4,-14.6,13.6,,,Bone apatite,Cranial bone,,,,-8.6,-3.1,,Santana-Sagredo et al. (2019),https://doi.org/10.1016/j.quaint.2018.05.013,"Upper Loa basin, Calama",Antofagasta,Precordillera
Toconao Oriente,Late Intermediate,Late Intermediate,TO 16,900.0,1485,TO 16,-23.8089,-68.0676,2679,,,,,,,,M,,,,Bone,Bone collagen,Cranial bone,,,,,,,3.6,-14.5,12.9,,,Bone apatite,Cranial bone,,,,-9.1,-3.9,,Santana-Sagredo et al. (2019),https://doi.org/10.1016/j.quaint.2018.05.013,"Upper Loa basin, Calama",Antofagasta,Precordillera
Toconce,Late Intermediate,Late Intermediate,TOC 76,900.0,1485,TOC 76,-22.263972,-68.166845,3295,,,,,,,,F,,,,Bone,Bone collagen,Cranial bone,,,,,,,3.3,-14.2,11.5,,,Bone apatite,Cranial bone,,,,-8.9,-5.7,,Santana-Sagredo et al. (2019),https://doi.org/10.1016/j.quaint.2018.05.013,"Upper Loa basin, Calama",Antofagasta,Precordillera
Azapa 8,Late Intermediate/Late,Late Intermediate/Late,T1,1450.0,1540,T1,-18.5119,-70.1787,357,,,,,,,,M,Young Adult,21.0,35.0,Bone,Bone collagen,Rib,Adult,,,,46.2,13.1,3.5,-17.5,15.2,,,,,,,,,,,Alfonso-Durruty et al. (2019),https://doi.org/10.1016/j.quascirev.2019.04.022,"San Miguel de Azapa, Lower Azapa Valley",Arica y Parinacota,Lowlands
